title_year,imdbId,genres,director,cast,short_summary,poster,trailer,screenshot1,screenshot2,screenshot3,screenshot4,screenshot5,screenshot6,screenshot7,screenshot8,Animation,Mystery,Action,Thriller,Sci-Fi,Adventure,Children,Fantasy,Crime,Documentary,Drama,Romance,Comedy,War,Western,Horror
Free Fire (2017),4158096,Action|Crime|Drama,Ben Wheatley,"Sharlto Copley, Brie Larson, Armie Hammer","Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.",https://m.media-amazon.com/images/M/MV5BOWZjMDVhMDgtMTljZC00NmM0LWE1ODYtNGZmMGRhZTc3MTg2XkEyXkFqcGdeQXVyNTAzMTY4MDA@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BNjA5NDk3NjI3NV5BMl5BanBnXkFtZTgwNTA1MTU3MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTc1MjI4NzMzNl5BMl5BanBnXkFtZTgwNjA1MTU3MTI@.V1_UY800.jpg,"https://m.media-amazon.com/images/M/MV5BMTEyODMyODY0ODNeQTJeQWpwZ15BbWU4MDcwNTE1NzEy._V1_UY100_CR39,0,100,100_AL_.jpg@.V1_UY800.jpg","https://m.media-amazon.com/images/M/MV5BMTEyNDc5NzcxODVeQTJeQWpwZ15BbWU4MDgwNTE1NzEy._V1_UY100_CR39,0,100,100_AL_.jpg@.V1_UY800.jpg",https://m.media-amazon.com/images/M/MV5BMTYzMzE0NTgzMl5BMl5BanBnXkFtZTgwOTA1MTU3MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNjYzNjc4NzE5N15BMl5BanBnXkFtZTgwMDE1MTU3MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODM3ODc1NTY4OF5BMl5BanBnXkFtZTgwMTE1MTU3MTI@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZWYwNjExZjctMGJjMy00Mjk5LWJiMzItYmE0OWE4N2VhOTBkXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
The Miseducation of Cameron Post (2018),6257174,Drama,Desiree Akhavan,"Chloë Grace Moretz, Steven Hauck, Quinn Shephard","In 1993, a teenage girl is forced into a gay conversion therapy center by her conservative guardians.",https://m.media-amazon.com/images/M/MV5BNGI5ZDlkN2EtNTY5NC00ZDdjLTkzODktNzkwOGMwODcxZTI4XkEyXkFqcGdeQXVyMTMxODk2OTU@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMjI5NTQzNjA0Nl5BMl5BanBnXkFtZTgwMjA3MTgyNDM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMGEyY2ViZDktM2U5OS00N2Q0LWFhZDYtZTEyZTRmMzg1MjQ2XkEyXkFqcGdeQXVyNjUwNzk3NDc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjEzMzI5ZDItNTcwYy00NTliLTlmMjEtMjM3OTdiZjFkOTI0XkEyXkFqcGdeQXVyNjUwNzk3NDc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMGMwNjg2NDItOTdmMy00NmEwLTg2NGUtODVhYzFkOGUwYjg5XkEyXkFqcGdeQXVyNjUwNzk3NDc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNDJlMGMwNDgtMGRhNy00NTk5LTlhYjYtNjZkYTAwNGJjNDVlXkEyXkFqcGdeQXVyNjUwNzk3NDc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMWU5NDcyNzktZGZlMC00N2Y4LWFlZGUtYWQyNTE0NTM3NWIyXkEyXkFqcGdeQXVyNjUwNzk3NDc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNzA1MGQ5NGUtMmExNi00OTUwLTkwNmUtYjVjZGZkYTVlZGJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzg4ODZiOTAtNzE2NS00ODExLWI3MDktNmUwODU4NWUyZTMxXkEyXkFqcGdeQXVyNjUwNzk3NDc@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Lost City of Z (2017),1212428,Action|Adventure|Drama,James Gray,"Charlie Hunnam, Robert Pattinson, Sienna Miller","A true-life drama, centering on British explorer Major Percival Fawcett, who disappeared whilst searching for a mysterious city in the Amazon in the 1920s.",https://m.media-amazon.com/images/M/MV5BNjAyN2QxOTItOGQ0YS00NmQxLWIxMjEtMDdkZmY0NDU5OWUzXkEyXkFqcGdeQXVyMTk1MDM0OTc@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMmZiM2ExY2YtN2YxNS00NWI3LWIyYzktZGM2ZmIxNzQ5ZGJkXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMmNjNWVhMjItZjljYS00NmFlLTk3YzgtZDFhYjU0NjBlMTYwXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNzljNDVlZDEtMWM3Ni00YTQ5LTlmZWUtNTE0ZmJlNjMzYjM5XkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNjAwYmYyNzItMzY2Ni00Y2I2LTkxOTktZTBjMmMxOTliM2RiXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMWU3NmIyNjEtYWNmYS00NzQ5LWE5YTQtODViYWJhZjM0MjE3XkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNDAwYzBhMzktMzYxMi00YzQ3LTg3NTItNGI3ZmU1MjZkYWU0XkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTc1MTczNDctMzkxZi00NGE0LWJkMzktNmU1Y2M1M2VhNmFmXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODYxNjFhMDktMDZmYS00ODFjLTgxMmEtYzhiMmZhODg1NWY1XkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
Their Finest (2017),1661275,Comedy|Drama|Romance|War,Lone Scherfig,"Gemma Arterton, Sam Claflin, Bill Nighy","A former secretary, newly appointed as a scriptwriter for propaganda films, joins the cast and crew of a major production while the Blitz rages around them.",https://m.media-amazon.com/images/M/MV5BNGIwMzIzY2EtZWI1Yi00N2E3LWI0OGMtNmU0MjNmMmNhZmU4XkEyXkFqcGdeQXVyNzY1NzQ2MDk@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BN2FmZmVjM2UtYTk0NC00NWJiLWJkMzMtMDZjNTI0YjA2MDQ5L2ltYWdlXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYzk1YWJmMDMtZGE2ZC00MjU3LWExOGMtOTM4YzQ1YmVhZmQ3L2ltYWdlXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjhkOGJkZmItZGMzNy00NTQ0LTg0NzYtMzc5MmJlMGUzMmU0L2ltYWdlXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMDYxMjk1ODItMmRjMi00N2IyLWJjMzQtMTk3ZjE1OTQ2MDM4L2ltYWdlXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BM2Q0ODBiOTQtNGY0ZS00NmFhLWI3MWUtNDFkNDkyYmVjZDhhL2ltYWdlXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOTA4N2E3ZmUtNWVmMS00MGU2LWI3MWEtMTUyNDJkZDNjNDQyXkEyXkFqcGdeQXVyNDE5MTU2MDE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMDVkNGY5NDEtZjMzMi00NWQzLWE1NzQtZDVmN2YzMDQwZDI1XkEyXkFqcGdeQXVyNDE5MTU2MDE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNGM4ZTM5NjMtNDQyZi00YTI5LWFjODctOGY2NGYzN2Y5OGQwXkEyXkFqcGdeQXVyNDE5MTU2MDE@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False
The Souvenir (2019),6920356,Drama|Mystery|Romance,Joanna Hogg,"Neil Young, Tosin Cole, Jack McMullen",A young film student in the early '80s becomes romantically involved with a complicated and untrustworthy man.,https://m.media-amazon.com/images/M/MV5BMTk2NjY3NDYzN15BMl5BanBnXkFtZTgwOTUxNzg0NzM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMTkxMjM0ODY0Ml5BMl5BanBnXkFtZTgwMTQ1NzMyNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYjRjM2YxZjAtOTViZS00NTkzLWIzOWItMGM0YzQ2M2ZkNGQ3XkEyXkFqcGdeQXVyNTQxMTIxMTk@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BM2MwY2VhZjktNTJkOS00ODc1LTlkMmQtNjE5ZDMxMzJiMzc3XkEyXkFqcGdeQXVyODUxNjcxNjE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTM3NDk1OWEtMTBhZS00NDhiLWE0YjItZDZhMzc0NDgyOGNjXkEyXkFqcGdeQXVyODUxNjcxNjE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMGUyYTNlY2EtNjkwYi00NDYxLThhMTctNmJkOTUxMmZlMGNmXkEyXkFqcGdeQXVyODUxNjcxNjE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZDRkNzQ4OTctNzc3Ny00MzFjLWIxYTgtNTE4YTgxYmVhMGZiXkEyXkFqcGdeQXVyODUxNjcxNjE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMDg4ZDcxNTYtZTQwOS00MWI5LThmOGYtZWIwNmM1ZWI4OTU5XkEyXkFqcGdeQXVyODUxNjcxNjE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZDBmZjc3YmMtZTFhZC00ZjBkLTkyZGMtZDJkYjg3MWY5NTY4XkEyXkFqcGdeQXVyODUxNjcxNjE@.V1_UY800.jpg,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
Hearts Beat Loud (2018),7158430,Drama,Brett Haley,"Nick Offerman, Kiersey Clemons, Blythe Danner",A father and daughter form an unlikely songwriting duo in the summer before she leaves for college.,https://m.media-amazon.com/images/M/MV5BMjA2MTM2MjcxNV5BMl5BanBnXkFtZTgwMzI3ODgyNTM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMjA2MTM2MjcxNV5BMl5BanBnXkFtZTgwMzI3ODgyNTM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjI2MTYxNDkwOF5BMl5BanBnXkFtZTgwMzY5MTE2NDM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjA1NTI3NjcwM15BMl5BanBnXkFtZTgwNDU5MTE2NDM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTA3N2ExMDYtYmY4Yy00ZTkwLTgyNTYtYTBhY2JlZjljYTExXkEyXkFqcGdeQXVyMTk0ODgwNTg@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BN2I0NjNmNzItZWU0Ni00NDJiLWI0MGYtZDYzOWY2ZjNhN2I2XkEyXkFqcGdeQXVyMTk0ODgwNTg@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjA2MTM2MjcxNV5BMl5BanBnXkFtZTgwMzI3ODgyNTM@.V1_UY800.jpg,Link not available,Link not available,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Florida Project (2017),5649144,Drama,Sean Baker,"Brooklynn Prince, Bria Vinaite, Willem Dafoe","Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",https://m.media-amazon.com/images/M/MV5BMjg4ZmY1MmItMjFjOS00ZTg2LWJjNDYtNDM2YmM2NzhiNmZhXkEyXkFqcGdeQXVyNTAzMTY4MDA@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMDU1Zjc1NWYtNzc5MS00NDAyLTk2ZmMtNjZiNWIzNDk3YmYzXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMDQ3MTYwNTgtMzIzZS00YzkyLThmMTItYTYyOWRiZDAzMjI3XkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNTU0NGMyNTEtOGRmZi00NTcxLTgzMGUtNTEyODkyOGY0MmVlXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZmU4YmJlMmYtYTU4ZC00OGVjLTllNzAtM2QxY2E1MDA5ZjQyXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYzE2Y2QyMTAtYjYyOC00M2M3LTlhYmEtOWI3MWU2YmIxNjQ3XkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BM2ZmYjMyM2EtMDdkNS00NmI3LWE1M2MtMDNkOTc3N2NjYjEzXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZDhjNTc3OGEtYzdkOC00ODUwLTgzMzYtZWE5YzBmZDYxZjU3XkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMDQyMmRiZTQtNjBiYi00ZGQ4LWFkMTUtMzMwNjAwODU0NWJlXkEyXkFqcGdeQXVyNDg2MjUxNjM@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Two Popes (2019),8404614,Drama,Fernando Meirelles,"Anthony Hopkins, Jonathan Pryce, Juan Minujín","Behind Vatican walls, the conservative Pope Benedict and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church.",https://m.media-amazon.com/images/M/MV5BY2RiOTc1YmYtMDk0Yy00ZWI4LTgzN2YtYTg2ZDZmOGIwNTA1XkEyXkFqcGdeQXVyMTMxODk2OTU@.V1_UY800.jpg,No trailer available,Link not available,Link not available,Link not available,Link not available,https://m.media-amazon.com/images/M/MV5BZmNlNGM0MjAtNTRjYi00MDk0LWI5OTUtZGUxNTBmNDA0N2ZjXkEyXkFqcGdeQXVyNzI1NzMxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BY2U2NDdhNmYtMDlkNS00MTdjLWE4MDMtZDkwY2QwZDhlNDQ3XkEyXkFqcGdeQXVyNzI1NzMxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNzgyNWQ2YmEtODVhZC00NTljLWJhZTQtNTM5OTM4NDU2NDRkXkEyXkFqcGdeQXVyNzI1NzMxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZDAwNWFmNzEtYWQ2Yy00MjYwLTljN2MtMGJiNWRkZDhmOThmXkEyXkFqcGdeQXVyNzI1NzMxNzM@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Official Secrets (2019),5431890,Drama|Romance|Thriller|War,Gavin Hood,"MyAnna Buring, Keira Knightley, John Heffernan",The true story of a British whistleblower who leaked information to the press about an illegal NSA spy operation designed to push the UN Security Council into sanctioning the 2003 invasion of Iraq.,https://m.media-amazon.com/images/M/MV5BZjY1NWYwZmEtNGE3Ny00YTZhLThmZTMtNGI2MDY0MGU5YmJlXkEyXkFqcGdeQXVyODY3Nzc0OTk@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BYzUxZWMzMWEtZWQ2MS00ZjRlLWFmY2MtNjAyZmMwYzc4ZDNhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZWVhNzg5OGItMWU3Ni00ZmM3LWE2MDktMjFkYTI4YTJhZDBhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjliMGQ0MDEtMmRmMi00N2Q0LWI2NDAtZjE4YWJlZmMzNDY3XkEyXkFqcGdeQXVyNjg2NjQwMDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjIzMjQxNjUxNV5BMl5BanBnXkFtZTgwNzQ3NzYyNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjI3NTkxMTA0N15BMl5BanBnXkFtZTgwOTM4NTAyNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYmIyMzA1NzItOGNhMC00MTIwLWFhYmYtNjU0NjczZjdiOTc0XkEyXkFqcGdeQXVyNzI1NzMxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZjMwNzVhNzQtOWY2NC00MTk1LWJiZDYtMTJhNDE0ZTVjNzk4XkEyXkFqcGdeQXVyNzI1NzMxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZDI4ZjdiODYtODMyMy00MzAyLWI5OTAtZWQ0MThiZDY2MmZlXkEyXkFqcGdeQXVyNzI1NzMxNzM@.V1_UY800.jpg,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False
Destroyer (2018),7137380,Crime|Drama|Thriller,Karyn Kusama,"Nicole Kidman, Toby Kebbell, Tatiana Maslany",A police detective reconnects with people from an undercover assignment in her distant past in order to make peace.,https://m.media-amazon.com/images/M/MV5BODI4MTI2OTAyMV5BMl5BanBnXkFtZTgwNjY3NDY1NjM@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMTcxNjc2NTA0NF5BMl5BanBnXkFtZTgwNTY3NDY1NjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjAzMDU5ODU3MV5BMl5BanBnXkFtZTgwMjMwMzcxNjM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODk3MTc3ODYtZjJmMC00ZTk0LThjMmUtMDgyZTZiMjRhNDU2XkEyXkFqcGdeQXVyMjI0Mjg2NzE@.V1_UY800.jpg,Link not available,https://m.media-amazon.com/images/M/MV5BYWQ5YmE5NGUtNDc0MC00NzQyLTk5YmYtYjNhYzY4MGE1MTI5XkEyXkFqcGdeQXVyMjM5OTAzODc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNTI3NWVjZGItYTdhNS00N2JjLWFlZmEtYWUwYjFhZDQ5MjlhXkEyXkFqcGdeQXVyMjM5OTAzODc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODI1NGFkYWQtN2FlOS00NDQ4LWIxMDMtOTBhMDg5NzJhNWRlXkEyXkFqcGdeQXVyMjM5OTAzODc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZGM1YjE4ZjctMjM0Yi00MjI4LWFmZGUtNzM1NWUyMzI1N2YxXkEyXkFqcGdeQXVyMjM5OTAzODc@.V1_UY800.jpg,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
Support the Girls (2018),6859352,Drama,Andrew Bujalski,"Regina Hall, Haley Lu Richardson, Dylan Gelula","The general manager at a highway-side ''sports bar with curves"" has her incurable optimism and faith, in her girls, her customers, and herself, tested over the course of a long, strange day.",https://m.media-amazon.com/images/M/MV5BZDczMDQ0ZTAtMTY1OC00ZTA1LTljMGItZDc4OTljZmMzMDFhXkEyXkFqcGdeQXVyODAzODU1NDQ@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BZTU2N2U1OGItNGNiNi00NDFkLTljN2EtNjkzMjQxNDFmNjY3XkEyXkFqcGdeQXVyODAzODU1NDQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMTg0ODk4MTczMF5BMl5BanBnXkFtZTgwNzI1MTc3NDM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMzA4ZmNhZGUtNTBhMy00NGQ5LWFiOTItNjc2MDE5YThiOTcwXkEyXkFqcGdeQXVyNzYxNDI5MTk@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOGQzMGJiNDYtZTU4My00NTljLTk3YmUtYjI3ODBmZTVkYWRiXkEyXkFqcGdeQXVyMzEzMjg5NjA@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BOTIyYzE3YmQtZTA1Yi00YzgzLTg5MTQtMTFhNzc3MTBlMDMyXkEyXkFqcGdeQXVyMzEzMjg5NjA@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNjI2MjY5OTItNzg3Ni00ZTg1LWI4YjUtY2VjNjExNTdkZGE4XkEyXkFqcGdeQXVyMzEzMjg5NjA@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZTJmZjgwODgtMGU1Ny00MzZmLWFiNTctODNiMWFmNTNmMGIxXkEyXkFqcGdeQXVyMzEzMjg5NjA@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMmU4YjNlODItOTVlYy00ZjBmLWEwYjQtYzE3ODUzOTU5ZTczXkEyXkFqcGdeQXVyMzEzMjg5NjA@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Puzzle (2018),6933454,Drama,Marc Turtletaub,"Kelly Macdonald, Irrfan Khan, David Denman","Agnes, taken for granted as a suburban mother, discovers a passion for solving jigsaw puzzles which unexpectedly draws her into a new world - where her life unfolds in ways she could never have imagined.",https://m.media-amazon.com/images/M/MV5BM2VjM2QyYjItODk1ZC00OTliLTllZjktZDc3NjA4NTE4YjViXkEyXkFqcGdeQXVyODcyODY1Mzg@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BMTc4ODI1NzgzM15BMl5BanBnXkFtZTgwNTAwNDgyNDM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZGI3NTEwYzktMjEzMC00YjczLWEyZjktNTU4YWEzMDdmMTA3XkEyXkFqcGdeQXVyOTc5MDI5NjE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMjk2MGFkMTItOTM3Yi00MGI1LTlhMjAtNzMzNGZiODkxOTdhXkEyXkFqcGdeQXVyOTc5MDI5NjE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYTNhYWJiM2ItYmE3Mi00ZDM1LWIyOTgtMjg0ZDExYzBmYWU0XkEyXkFqcGdeQXVyOTc5MDI5NjE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNGVkMTY2ZTUtNWI4Yi00Yzk0LWI3MmMtNTA1YjhmYWI1ODg3XkEyXkFqcGdeQXVyOTc5MDI5NjE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMDA5YWViZjgtMGE0Ny00OTZkLTk1ZDAtZTgyNjY0NDM5NGYyXkEyXkFqcGdeQXVyOTc5MDI5NjE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BYTEzZTQ3YzItY2I3MC00MDFjLWFjOGYtNjcyOTlhY2QyNzUwXkEyXkFqcGdeQXVyOTc5MDI5NjE@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNGNhOTA0NDYtOTFmNi00NWY3LTk0OTktNDA5YmU0NGZlZDRlXkEyXkFqcGdeQXVyOTc5MDI5NjE@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Three Identical Strangers (2018),7664504,Documentary,Tim Wardle,"Robert Shafran, Michael Domnitz, Howard Schneider","In 1980 New York, three young men who were all adopted meet each other and find out they're triplets who were separated at birth. But their quest to find out why turns into a bizarre and sinister mystery.",https://m.media-amazon.com/images/M/MV5BMTc0NWM3ZGItMzlmZC00NDRmLWJlZmUtMjkzZjNlYmNhYTc1XkEyXkFqcGdeQXVyNzgxMzYzNjA@.V1_UY800.jpg,No trailer available,https://m.media-amazon.com/images/M/MV5BYjczNGVjYmMtYTA3ZC00YWQ2LWJlNzQtN2M1ODE2M2Y0ZWVmXkEyXkFqcGdeQXVyNTc5OTMwOTQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNDNkZTVkYzgtMjBhMy00NjIxLWJlZDMtZDBjYjMxZTI3OGZkXkEyXkFqcGdeQXVyNTc5OTMwOTQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BMWMxYjhkYzItMTRjNy00Njk1LWFlY2UtOWIyYmEyMGEwM2QwXkEyXkFqcGdeQXVyNTc5OTMwOTQ@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZTJiN2U4YmQtOTY3ZS00Y2FiLWIwMWUtZmFkZmU5NzZjNzA5XkEyXkFqcGdeQXVyMjIyMzA2Mzc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BZGFkZGFhYjctMmU2Mi00NzBiLWE5NjAtZTI4YmZmZDE1NjIzXkEyXkFqcGdeQXVyMjIyMzA2Mzc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODQ2N2QzMzgtMTY5Zi00Y2E0LTg4ZDAtZjA4NDQ5MzkyZDYzXkEyXkFqcGdeQXVyMjIyMzA2Mzc@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BNWI2YjJhYzktMTNlMS00ODMxLTk0N2QtMDY2ZDM5NjRjMzBlXkEyXkFqcGdeQXVyNzI1NzMxNzM@.V1_UY800.jpg,https://m.media-amazon.com/images/M/MV5BODQwZDhkZWYtNGRlYS00MTE1LTgwZWEtMzc1ZWZmNGJkODM2XkEyXkFqcGdeQXVyNzI1NzMxNzM@.V1_UY800.jpg,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
